Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality,clustering,componentnumber,strongcompnum,indegree,outdegree,Degree
9312360,,,2,0.833333,0.9,1985.3993,0.009862,0.076923,0,1006,10,4,14
9409227,,,3,0.5,0.555556,277.699733,0.008089,0.1,0,1693,9,1,10
9506426,,,5,0.384058,0.44717,366.600167,0.002669,0.071429,0,1694,3,5,8
9501252,,,0,0,0,0,0.000825,0,0,6739,2,0,2
9506472,,,9,0.290076,0.365854,148824.748182,0.005313,0.088095,0,735,7,14,21
9506411,,,4,0.3625,0.45546,14382.266648,0.005088,0.213235,0,300,7,10,17
9507448,,,3,0.583333,0.690476,57333.969531,0.001082,0.083333,0,1706,1,3,4
109046,,,27,0.103713,0.129574,948.877535,0.000397,0.233333,0,10913,1,5,6
103238,,,32,0.078966,0.107724,0,0.001039,0.288889,0,7779,1,9,10
9605272,,,42,0.045852,0.058816,27679.96156,0.00239,0.197802,0,7779,2,12,14
9302253,,,0,0,0,0,0.002809,0,0,284,3,0,3
9404246,,,0,0,0,0,0.001945,0,0,258,3,0,3
210265,,,27,0.105255,0.126363,0,0,0.194444,0,10925,0,9,9
2047,,,34,0.064704,0.075522,7539.41816,0.002064,0.214286,0,7967,4,4,8
10148,,,32,0.073399,0.088189,22276.631515,0.012698,0.119458,0,8500,25,4,29
107126,,,29,0.091087,0.116289,1731.401185,0.000397,0.070833,0,10924,1,15,16
112354,,,32,0.07141,0.081653,0,0.00082,0.5,0,10922,2,3,5
112362,,,26,0.107823,0.126344,4785.801848,0.000397,0.136364,0,10923,1,10,11
205305,,,26,0.11585,0.14321,52842.043252,0.002038,0.100713,0,10921,5,29,34
9706350,,,4,0.442308,0.536232,383.53961,0.005869,0.084967,0,10916,13,5,18
9411351,,,0,0,0,0,0.001717,0.166667,0,10914,3,0,3
9705299,,,4,0.485714,0.637255,327.48824,0.001656,0.1,0,10915,3,7,10
103057,,,28,0.097894,0.117354,15282.038384,0.003576,0.141026,0,10917,8,5,13
103124,,,28,0.099494,0.123416,11754.556768,0.00548,0.123153,0,10824,12,17,29
110269,,,28,0.098144,0.123526,12372.554322,0.003516,0.121377,0,10918,8,16,24
2300,,,31,0.083418,0.112456,198734.727953,0.01098,0.051209,0,7974,23,15,38
7323,,,32,0.080024,0.109617,100952.851934,0.012566,0.078431,0,7975,24,10,34
9090,,,31,0.08339,0.108753,44340.928817,0.00334,0.089744,0,10920,7,6,13
12292,,,27,0.103783,0.127404,72939.060726,0.006059,0.161232,0,10823,12,12,24
104071,,,27,0.104353,0.1298,43316.818169,0.004008,0.141026,0,10825,9,18,27
105229,,,29,0.088361,0.108534,279499.487649,0.02091,0.031205,0,10312,47,6,53
105234,,,5,0.34127,0.388372,71.227158,0.003655,0.122222,0,9746,8,2,10
204180,,,28,0.098179,0.123774,3090.804625,0.001321,0.166667,0,10919,3,18,21
9612222,,,7,0.29397,0.350885,53414.114603,0.004306,0.042857,0,5033,8,7,15
9905515,,,32,0.073951,0.090557,562875.652683,0.01451,0.088193,0,7779,26,12,38
8131,,,28,0.097601,0.125841,30687.533809,0.001922,0.189474,0,9957,4,16,20
9802396,,,31,0.077877,0.090523,5649.051503,0.002275,0.255556,0,10283,5,5,10
9902260,,,30,0.081291,0.093659,77779.957854,0.011656,0.089655,0,7779,20,10,30
9905259,,,30,0.085373,0.103759,2209.144396,0.000898,0.155556,0,9757,2,8,10
9910248,,,5,0.319672,0.381624,6.678761,0.001086,0.25,0,9789,2,3,5
9207251,,,0,0,0,0,0.005438,0.055556,0,1638,9,0,9
1112,,,33,0.068875,0.081433,39978.702957,0.005587,0.159341,0,8499,9,5,14
1008,,,33,0.06917,0.083245,28281.64701,0.002434,0.083333,0,7966,5,7,12
9603421,,,3,0.541667,0.628205,2.916914,0.000465,0.1,0,7144,1,4,5
9404255,,,2,0.875,0.928571,63545.688811,0.00256,0.143939,0,7142,6,6,12
9211329,,,0,0,0,0,0.004037,0.125,0,7070,9,0,9
9212287,,,0,0,0,0,0.004576,0.083333,0,5023,9,0,9
9212310,,,0,0,0,0,0.003164,0.095238,0,7138,7,0,7
9303227,,,1,1,1,9,0.003105,0.166667,0,7071,7,2,9
9306232,,,1,1,1,23648,0.002709,0.071429,0,7141,6,1,7
9401344,,,1,1,1,8,0.001005,0.233333,0,7139,2,4,6
9404307,,,0,0,0,0,0.00113,0,0,5339,2,0,2
9512405,,,1,1,1,8.2,0.002346,0.2,0,5338,4,1,5
9809355,,,33,0.073084,0.100652,861.488324,0.001726,0.151515,0,7779,4,8,12
205147,,,24,0.13249,0.159992,51.337455,0.000878,0.2625,0,10042,2,14,16
206080,,,18,0.181168,0.203722,1831.675344,0.001275,0.15368,0,10041,3,19,22
207352,,,17,0.185771,0.202964,4672.863439,0.002679,0.146739,0,10026,6,18,24
207366,,,18,0.199347,0.222109,14965.139685,0.003768,0.087374,0,9863,8,37,45
208266,,,17,0.203888,0.228454,35953.909552,0.004512,0.093878,0,9889,10,40,50
209017,,,18,0.173418,0.195242,186.580497,0.000428,0.128571,0,10040,1,14,15
209035,,,17,0.191134,0.213285,10580.077413,0.002339,0.092365,0,9899,5,24,29
209117,,,19,0.183769,0.205113,4184.980061,0.001433,0.096893,0,10039,3,57,60
209294,,,18,0.194862,0.220326,19162.808942,0.001698,0.074407,0,10033,4,86,90
209333,,,20,0.160674,0.185663,372.731775,0.000428,0.073593,0,10025,1,21,22
210155,,,16,0.197881,0.224809,3657.170224,0.001861,0.080169,0,10023,4,75,79
210181,,,17,0.18717,0.212568,13041.072381,0.002543,0.110606,0,10016,6,39,45
210260,,,18,0.196478,0.219245,1997.521708,0.000825,0.071429,0,10013,2,20,22
210342,,,18,0.203091,0.230839,27870.684046,0.002621,0.08377,0,9855,6,84,90
210359,,,18,0.201769,0.227026,16924.494639,0.002069,0.064731,0,9918,5,53,58
211074,,,18,0.172638,0.191636,269.834939,0.002174,0.148333,0,9900,5,20,25
211236,,,20,0.185319,0.21503,538.572833,0.000428,0.08361,0,9897,1,42,43
7011,,,24,0.125634,0.163107,5420.050567,0.00792,0.097453,0,7779,14,29,43
102102,,,25,0.105881,0.128809,508.300978,0.00322,0.15,0,7779,4,1,5
111373,,,22,0.146009,0.17225,228.712733,0.001789,0.095442,0,7779,2,25,27
204070,,,21,0.162431,0.190365,7118.684071,0.002251,0.075758,0,9854,5,17,22
207347,,,17,0.213057,0.238625,20276.838644,0.000981,0.05765,0,9847,2,59,61
12088,,,26,0.115204,0.14978,51002.716054,0.004756,0.120122,0,7779,8,33,41
12230,,,26,0.110972,0.138004,100720.929814,0.00253,0.167692,0,7779,4,22,26
201080,,,23,0.143979,0.16249,20651.028316,0.009168,0.17381,0,7779,16,6,22
207348,,,18,0.175479,0.192996,394138.071246,0.011878,0.182077,0,7779,16,23,39
208193,,,19,0.170584,0.188677,460.847953,0.001465,0.195652,0,10037,3,20,23
208223,,,19,0.1552,0.176939,712.021364,0.001382,0.211111,0,10035,3,7,10
203238,,,20,0.146345,0.161977,233.302505,0.004566,0.204545,0,9834,9,3,12
205038,,,18,0.186545,0.211343,6771.127189,0.003459,0.12369,0,9862,7,47,54
205228,,,16,0.203062,0.226234,3249736.566103,0.010246,0.108586,0,7779,20,25,45
205070,,,21,0.158636,0.176258,8851.437113,0.00144,0.232026,0,9860,3,15,18
205131,,,18,0.18685,0.208445,11537.007693,0.004497,0.155385,0,9859,9,17,26
206163,,,20,0.177153,0.200539,22673.769064,0.003388,0.065517,0,9858,7,23,30
205293,,,17,0.169745,0.183187,3130453.397215,0.005123,0.153846,0,7779,11,2,13
201105,,,19,0.170723,0.200806,796209.458263,0.005908,0.087668,0,7779,9,50,59
204236,,,22,0.158218,0.186839,163149.770838,0.00348,0.107955,0,7779,6,27,33
109161,,,23,0.133996,0.168512,1846.369801,0.001991,0.24359,0,7779,3,10,13
112359,,,22,0.162227,0.195988,34152.992629,0.007452,0.09482,0,7779,13,55,68
204240,,,18,0.194657,0.224504,38821.220561,0.002502,0.057386,0,9888,5,69,74
206087,,,18,0.189734,0.213007,22405.013123,0.003019,0.076768,0,9882,6,39,45
207110,,,19,0.180319,0.201964,5010.055893,0.004352,0.106686,0,9883,9,29,38
207260,,,17,0.180749,0.19877,5300.245067,0.001971,0.079167,0,9877,4,12,16
208218,,,18,0.192225,0.214756,19621.719893,0.003899,0.111111,0,9881,8,20,28
10270,,,23,0.132661,0.176449,42353.148761,0.003155,0.063025,0,7779,7,28,35
108070,,,23,0.151815,0.177274,174024.13047,0.006104,0.106154,0,7779,11,15,26
10026,,,33,0.072001,0.091938,554.62185,0.00344,0.198718,0,7779,7,6,13
104116,,,23,0.132153,0.162532,26711.740024,0.003354,0.069264,0,7779,6,16,22
202189,,,22,0.155691,0.180507,9559.20871,0.002502,0.076023,0,7779,5,14,19
205066,,,19,0.163925,0.187485,159320.354753,0.002552,0.096838,0,7779,5,18,23
206243,,,23,0.132237,0.158747,1177.954883,0.000821,0.124183,0,10024,2,16,18
8080,,,24,0.11113,0.137259,6443.451061,0.004099,0.181319,0,7779,5,9,14
107054,,,23,0.130691,0.172634,4695.221889,0.001231,0.101215,0,7779,1,38,39
110175,,,23,0.134118,0.152598,8329.432468,0.002223,0.156863,0,7779,4,14,18
112189,,,22,0.150744,0.172002,40371.484435,0.005179,0.142105,0,7779,8,13,21
205262,,,26,0.113421,0.144174,8175.270122,0.001906,0.163399,0,9917,4,15,19
209150,,,19,0.172679,0.190215,158.390298,0.000527,0.220833,0,9901,1,15,16
204335,,,19,0.183566,0.212141,9188.333245,0.003958,0.101295,0,7779,8,39,47
206110,,,18,0.195653,0.222529,45783.609515,0.011482,0.132042,0,9349,21,51,72
206304,,,16,0.200298,0.229152,32456.733532,0.007757,0.092929,0,10017,15,59,74
207053,,,16,0.190451,0.215097,11159.078393,0.004572,0.155592,0,10019,9,34,43
208157,,,17,0.163952,0.179216,371.648734,0.00629,0.150327,0,10021,13,5,18
209020,,,16,0.184116,0.203474,17269.608029,0.005272,0.246753,0,10022,11,11,22
6185,,,25,0.118196,0.147213,14973.29873,0.002227,0.087719,0,10010,5,14,19
6343,,,25,0.116998,0.146358,6681.74894,0.001297,0.131868,0,10011,3,11,14
103281,,,26,0.10898,0.130971,41.136718,0.000847,0.285714,0,10012,2,5,7
209148,,,24,0.123268,0.144214,167.186638,0.000449,0.219048,0,10009,1,14,15
209169,,,19,0.178631,0.19763,1467.407838,0.000449,0.138528,0,10005,1,21,22
9912540,,,26,0.104799,0.124656,1253.333093,0.004207,0.166667,0,7779,9,3,12
7346,,,21,0.158879,0.194837,191112.606537,0.005398,0.076056,0,7779,8,63,71
204080,,,17,0.198705,0.232834,84481.34688,0.005199,0.059425,0,9887,11,96,107
206307,,,17,0.179237,0.202551,4369.923716,0.00275,0.122532,0,10015,6,36,42
208162,,,18,0.18215,0.20794,1381.082843,0.000555,0.10461,0,10014,1,47,48
5061,,,26,0.100941,0.128017,345.732467,0.000503,0.196429,0,10032,1,7,8
112246,,,21,0.161227,0.18289,94875.839076,0.001496,0.263158,0,7779,3,18,21
112248,,,20,0.167433,0.192164,73998.842965,0.000986,0.164032,0,7779,2,22,24
202064,,,17,0.184489,0.209094,52330.92038,0.005241,0.131313,0,7779,10,35,45
202097,,,23,0.146466,0.170942,1712.559,0.003644,0.190217,0,7779,7,17,24
203109,,,20,0.171881,0.201623,3578.429646,0.000952,0.058668,0,10031,2,42,44
207096,,,19,0.176793,0.195972,29647.777309,0.003216,0.094203,0,7779,7,17,24
208062,,,22,0.152842,0.176602,202.161969,0.000503,0.095238,0,10028,1,14,15
208097,,,17,0.184387,0.201031,3135.060317,0.000926,0.169935,0,10027,2,16,18
5148,,,24,0.12615,0.164686,1531.982472,0.000954,0.181287,0,7779,1,18,19
7135,,,24,0.127253,0.162257,1131.390784,0.000954,0.209091,0,7779,1,10,11
202147,,,23,0.153421,0.181561,3458.541585,0.002284,0.096014,0,7779,5,19,24
206078,,,21,0.158567,0.174943,15099.696126,0.005976,0.186594,0,7779,12,12,24
9612465,,,2,0.666667,0.75,0,0,0.5,0,10926,0,2,2
107227,,,27,0.106203,0.132451,36178.203784,0.006318,0.089683,0,7994,13,23,36
3136,,,31,0.082925,0.109349,74475.595229,0.010071,0.151667,0,7779,17,9,26
8109,,,40,0.04992,0.059662,711.981403,0.001376,0.142857,0,7993,2,5,7
104256,,,26,0.113092,0.14148,161207.871773,0.007045,0.09009,0,7991,12,25,37
105110,,,32,0.076595,0.095796,36864.606918,0.001584,0.05,0,7983,3,2,5
9806379,,,3,0.454545,0.533333,3.02834,0.001792,0.166667,0,7982,3,1,4
9511215,,,1,1,1,0,0.000546,0.5,0,7969,1,2,3
9410317,,,2,0.666667,0.75,0.85,0.004636,0.267857,0,5614,7,1,8
9207210,,,0,0,0,0,0.002534,0,0,2987,2,0,2
9207211,,,0,0,0,0,0.003593,0,0,4644,5,0,5
9303259,,,0,0,0,0,0.009596,0.113971,0,2986,17,0,17
9310375,,,1,1,1,0,0.001341,0.5,0,4643,1,1,2
9408260,,,1,1,1,4150.205078,0.010079,0.086842,0,4531,19,1,20
10062,,,38,0.054771,0.066619,4197.033308,0.003225,0.166667,0,7779,7,3,10
9703399,,,39,0.052518,0.064043,20419.225849,0.000466,0.416667,0,7992,1,3,4
9609385,,,0,0,0,0,0.009941,0.17619,0,5034,15,0,15
9804257,,,3,0.53125,0.637255,826.451284,0.007913,0.121324,0,6652,11,6,17
9808378,,,35,0.060603,0.070505,92724.332182,0.020629,0.109408,0,7779,30,14,44
9809300,,,36,0.057319,0.065749,23565.165589,0.003776,0.211111,0,7779,6,4,10
9811242,,,34,0.066471,0.081262,24595.533404,0.003732,0.097222,0,7779,4,5,9
9908244,,,32,0.071858,0.084808,52889.518938,0.004903,0.143275,0,7779,7,12,19
1038,,,32,0.080262,0.115217,118454.279435,0.002623,0.116809,0,7779,5,22,27
1189,,,29,0.102381,0.135793,371090.948659,0.013528,0.078829,0,7779,20,17,37
9912216,,,31,0.083942,0.112497,328985.695118,0.017676,0.055102,0,7779,27,23,50
12035,,,30,0.093878,0.122776,9592.498331,0.006928,0.22381,0,7990,12,9,21
9412344,,,1,1,1,275.836818,0.006666,0.098901,0,6223,10,4,14
201129,,,24,0.135162,0.166896,6499.507461,0.000963,0.161232,0,10053,2,22,24
106326,,,25,0.122944,0.153611,64303.137702,0.005207,0.119883,0,7779,10,9,19
107053,,,24,0.122554,0.154918,31764.176907,0.004812,0.10084,0,10051,11,24,35
107304,,,25,0.115301,0.140534,265.02096,0.000907,0.357143,0,10052,2,5,7
109162,,,23,0.136172,0.166954,5557.912782,0.000454,0.147186,0,10050,1,21,22
7094,,,34,0.068571,0.087507,125.975312,0.000903,0,0,8361,2,1,3
9907481,,,28,0.088158,0.114959,22219.285584,0.004069,0.081818,0,7779,6,5,11
9812338,,,26,0.10531,0.135287,50890.742442,0.001848,0.196078,0,7779,3,15,18
9227,,,32,0.08094,0.11356,213206.554023,0.00394,0.141026,0,7779,6,7,13
102164,,,33,0.075477,0.101597,910.648308,0.003031,0.196429,0,7779,4,4,8
106320,,,28,0.099209,0.125887,1232.791341,0.005231,0.236264,0,7779,7,7,14
108127,,,24,0.129135,0.152882,5393.577518,0.004335,0.236364,0,7779,6,6,12
9803336,,,32,0.075766,0.099207,142068.734528,0.004876,0.052707,0,7779,8,19,27
9508294,,,4,0.509091,0.592262,1231.502741,0.004068,0.090909,0,1114,4,7,11
212125,,,23,0.153278,0.18422,0,0,0.040441,0,10951,0,17,17
8048,,,25,0.123258,0.158815,116270.206354,0.002037,0.018182,0,8274,4,7,11
12232,,,29,0.101786,0.137942,75317.134554,0.015078,0.089372,0,8020,31,16,47
208120,,,24,0.145699,0.16612,4496.831527,0.000397,0.083333,0,10950,1,11,12
9310344,,,0,0,0,0,0.003093,0.1,0,6360,6,0,6
9311365,,,1,1,1,67.056581,0.002527,0.05,0,2209,4,1,5
9405335,,,4,0.458333,0.568182,6.852209,0.004953,0.3,0,2877,3,3,6
9807383,,,31,0.07813,0.093303,94036.858304,0.006724,0.121795,0,7779,7,6,13
9903495,,,32,0.076092,0.096128,84068.419131,0.00878,0.066667,0,7779,11,10,21
9909338,,,30,0.084068,0.101209,40631.637511,0.004495,0.203297,0,7779,7,7,14
9304231,,,0,0,0,0,0.002099,0,0,7080,1,0,1
9604297,,,1,1,1,23641,0.002572,0.166667,0,7079,2,1,3
9711380,,,30,0.085366,0.105362,189181.55086,0.002996,0.090476,0,7779,2,13,15
9711459,,,35,0.064615,0.08015,16033.380049,0.002099,0.033333,0,7779,1,5,6
9901405,,,31,0.082701,0.108413,24261.551769,0.013136,0.187356,0,7779,20,10,30
9902326,,,30,0.089106,0.120682,121979.156919,0.009841,0.104651,0,7779,15,28,43
9905350,,,30,0.093431,0.135111,275050.012058,0.005641,0.145299,0,7779,8,21,29
5152,,,29,0.098164,0.128967,177096.307653,0.018855,0.059201,0,7779,36,16,52
7182,,,29,0.099491,0.137548,218467.786429,0.02003,0.06835,0,7779,36,19,55
101269,,,29,0.1021,0.137411,24162.783371,0.006229,0.171429,0,8020,10,12,22
9507296,,,0,0,0,0,0.00172,0,0,8019,2,0,2
9903450,,,30,0.086268,0.108869,19163.856004,0.006606,0.071225,0,8018,13,14,27
9267,,,31,0.079462,0.097363,48949.930206,0.002855,0.066667,0,7779,6,10,16
103173,,,30,0.092117,0.114354,20961.474169,0.002649,0.120879,0,7779,6,8,14
112025,,,23,0.156399,0.179533,13928.621159,0.000423,0.109091,0,10949,1,10,11
201171,,,27,0.11466,0.14695,32862.477388,0.004656,0.139474,0,9800,9,11,20
203149,,,28,0.105102,0.127644,9732.409688,0.004021,0.154167,0,10928,8,8,16
204215,,,27,0.120844,0.149913,9059.642527,0.001407,0.245455,0,10945,2,10,12
206104,,,29,0.095824,0.118778,2699.404623,0.001243,0.118182,0,10927,3,8,11
9804432,,,41,0.047505,0.054844,3.97619,0.004686,0.194444,0,7779,8,1,9
209153,,,31,0.078398,0.092281,20509,0.000397,0.083333,0,10953,1,3,4
3218,,,30,0.085042,0.103785,36849.018696,0.004141,0.114719,0,7779,10,12,22
101166,,,30,0.083614,0.099884,16109.626203,0.00082,0.277778,0,10952,2,7,9
1150,,,30,0.086724,0.108725,50967.965088,0.003121,0.128205,0,7779,6,7,13
9307251,,,1,1,1,0,0,0,0,10954,0,2,2
209007,,,24,0.119435,0.141547,0,0,0.027778,0,10958,0,9,9
8157,,,28,0.099821,0.132139,6936.200925,0.002436,0.1,0,10957,6,10,16
105238,,,30,0.094231,0.121994,2461.02502,0.000795,0.17619,0,10956,2,19,21
207181,,,31,0.083116,0.110435,2920.356908,0.000397,0.077778,0,10955,1,9,10
9910519,,,3,0.47619,0.55,148.459477,0.003097,0.035714,0,6616,6,2,8
1074,,,27,0.107437,0.145843,134847.123004,0.004294,0.075758,0,7779,9,24,33
9407348,,,1,1,1,1237.288709,0.004887,0.041667,0,4151,7,2,9
9262,,,31,0.082064,0.107468,14452.997071,0.002544,0.128458,0,7779,6,17,23
9502255,,,5,0.392857,0.489394,26420.092645,0.012466,0.170996,0,3557,14,8,22
9711429,,,33,0.073559,0.102235,143412.915156,0.009517,0.108595,0,7779,17,25,42
9711499,,,33,0.07243,0.096705,103261.892542,0.006198,0.145299,0,7779,11,16,27
9712419,,,33,0.073385,0.101623,43389.540902,0.003317,0.083333,0,7779,6,30,36
11287,,,24,0.109162,0.123287,167.466428,0.003048,0.189394,0,7779,5,7,12
12004,,,25,0.11561,0.141047,406267.524782,0.004486,0.116667,0,7779,8,17,25
111070,,,34,0.067111,0.083425,0,0,0.232143,0,10959,0,8,8
9701279,,,2,0.6,0.666667,227.760841,0.003749,0.017857,0,6498,7,1,8
9711477,,,31,0.079924,0.100063,71069.638671,0.002913,0.266667,0,7779,6,4,10
9809332,,,2,0.75,0.833333,24275.918126,0.003282,0.1,0,6481,1,4,5
9608476,,,1,1,1,622.572896,0.001242,0.166667,0,6490,2,1,3
9704346,,,41,0.046921,0.059129,180231.968131,0.004956,0.136364,0,7779,9,3,12
9805252,,,31,0.083667,0.114808,23723.457067,0.001208,0.204545,0,7779,2,10,12
9509359,,,3,0.425926,0.5,1839.440285,0.002327,0.166667,0,5325,3,4,7
9901307,,,33,0.070798,0.088121,68250.834893,0.001468,0.178571,0,7779,3,5,8
9402201,,,0,0,0,0,0.005371,0.053571,0,4360,8,0,8
9704392,,,5,0.381818,0.496825,26174.715317,0.00295,0.097222,0,6436,5,4,9
9803478,,,2,0.6,0.666667,330.07635,0.002533,0.1,0,6452,4,1,5
9809330,,,34,0.064193,0.074752,9667.898233,0.002346,0.069444,0,7779,4,5,9
9602308,,,9,0.257919,0.358953,161.952954,0.00128,0.2,0,5789,1,4,5
9706234,,,31,0.078409,0.096561,2205.14112,0.002342,0.2625,0,7779,2,14,16
9708229,,,36,0.058672,0.072312,21.716463,0.00128,0.3,0,7779,1,4,5
9606442,,,0,0,0,0,0.003438,0.066667,0,6497,6,0,6
9708263,,,5,0.352941,0.422917,1331.47013,0.003974,0.177778,0,6492,8,2,10
9803239,,,36,0.060063,0.070491,198248.935325,0.002873,0.180952,0,7779,6,9,15
9606406,,,4,0.450382,0.55791,43955.098821,0.009607,0.054348,0,5641,9,15,24
9505411,,,3,0.555556,0.666667,0,0,0.5,0,10960,0,2,2
9210212,,,0,0,0,0,0.007813,0.3,0,855,5,0,5
9210214,,,0,0,0,0,0.007813,0.3,0,853,5,0,5
9212296,,,1,1,1,237.413343,0.016737,0.171429,0,859,13,2,15
9405393,,,2,0.625,0.7,294.339537,0.00757,0.333333,0,864,4,6,10
9408394,,,1,1,1,53.075076,0.006296,0.35,0,870,3,2,5
9809430,,,2,0.666667,0.75,0.333333,0.001805,0.45,0,7498,3,2,5
9801414,,,2,0.75,0.833333,107.20941,0.004025,0.305556,0,6764,7,2,9
9806325,,,5,0.426471,0.546552,28434.690698,0.00197,0.136364,0,6451,4,7,11
9606426,,,3,0.666667,0.777778,32045.419995,0.003774,0.133333,0,5001,8,7,15
9711221,,,5,0.41791,0.530357,9317.390248,0.002838,0.143939,0,6450,6,6,12
9307362,,,0,0,0,0,0.005072,0.017857,0,2860,8,0,8
9905400,,,5,0.288288,0.325,0,0,0,0,10961,0,1,1
9602329,,,8,0.295798,0.390199,3284.280865,0.006097,0.228836,0,2184,9,19,28
9611264,,,7,0.292952,0.353706,11.907041,0.00529,0.294872,0,5549,6,7,13
201103,,,23,0.148213,0.178058,511834.734108,0.010868,0.180654,0,7779,17,22,39
107163,,,23,0.142663,0.170578,2836.240487,0.005973,0.264822,0,7779,7,16,23
107311,,,26,0.105422,0.12503,11576.659148,0.002189,0.160714,0,7779,3,5,8
3155,,,27,0.104107,0.13219,1177.337889,0.002503,0.055556,0,7779,3,6,9
9606259,,,3,0.536585,0.628788,416.738106,0.004017,0.111111,0,3353,3,7,10
9807414,,,33,0.073238,0.096386,21556.118704,0.008167,0.176471,0,7779,6,11,17
202127,,,22,0.146441,0.172393,201878.453118,0.005655,0.316239,0,7779,9,19,28
203161,,,24,0.144859,0.18451,791109.041389,0.003271,0.151652,0,7779,5,32,37
9906492,,,32,0.078027,0.104969,6531.699016,0.004153,0.121377,0,7779,6,18,24
6060,,,27,0.105697,0.135405,156862.475875,0.004678,0.148148,0,7779,7,20,27
112073,,,33,0.073936,0.096863,0,0,0,0,10962,0,1,1
9711347,,,36,0.060699,0.073609,20502,0.001314,0.3,0,7779,3,3,6
9707490,,,36,0.060706,0.073895,24705.083284,0.004763,0.141026,0,7779,8,5,13
9610245,,,39,0.052517,0.064852,114194.403865,0.002732,0.06092,0,7779,3,27,30
107025,,,26,0.102793,0.12052,0,0,0.166667,0,10964,0,3,3
6206,,,25,0.112282,0.135122,67040.137537,0.0021,0.092885,0,7779,3,20,23
9610220,,,33,0.073131,0.09296,21251.366437,0.001219,0.1,0,10963,3,3,6
6216,,,32,0.077991,0.104362,194.818914,0.000501,0.219697,0,7779,1,11,12
9612462,,,4,0.386364,0.455882,69.587227,0.006705,0.195833,0,7037,14,2,16
9908287,,,32,0.074722,0.090308,708.747276,0.001744,0.236111,0,7779,4,5,9
9407236,,,1,1,1,23042.984873,0.001354,0.083333,0,6864,3,1,4
9904434,,,32,0.075966,0.095839,5291.697884,0.005251,0.163158,0,7779,7,13,20
9904410,,,34,0.070724,0.096255,19361.450626,0.002485,0.234848,0,7779,5,8,13
9612239,,,3,0.5,0.547619,43.729212,0.008763,0.264706,0,5715,15,2,17
9904409,,,34,0.070169,0.09381,26252.844223,0.00464,0.228947,0,7779,10,11,21
9707502,,,7,0.338369,0.43142,38302.149047,0.004183,0.119048,0,5714,7,14,21
9807523,,,9,0.217064,0.249255,0,0.002371,0.5,0,5719,4,2,6
9809409,,,38,0.052832,0.063065,722.46264,0.004212,0.186275,0,7779,9,9,18
9509331,,,1,1,1,10.173103,0.005998,0.128788,0,5716,10,2,12
207064,,,31,0.087905,0.107121,0,0,0.166667,0,10966,0,3,3
104173,,,32,0.077251,0.10157,4294.070815,0.000397,0.064103,0,10965,1,12,13
109268,,,30,0.092578,0.110938,78189.420263,0.005047,0.078431,0,7779,11,7,18
9402309,,,0,0,0,0,0.005442,0.035714,0,3975,8,0,8
9407376,,,2,0.75,0.833333,15.020635,0.002177,0.047619,0,3976,5,2,7
12324,,,31,0.077401,0.090028,112.382141,0.001781,0.178571,0,7779,3,5,8
201125,,,20,0.173875,0.203484,14225.875232,0.000702,0.176533,0,10130,1,43,44
105326,,,25,0.114047,0.149346,3795.981167,0.002361,0.245378,0,7779,3,32,35
4053,,,25,0.116146,0.153568,231377.640719,0.005043,0.22093,0,7779,8,35,43
9909427,,,30,0.085683,0.110137,114454.739167,0.005084,0.087302,0,7779,8,20,28
9402345,,,1,1,1,240.916386,0.000645,0,0,7502,1,1,2
9707396,,,4,0.401316,0.465847,0,0,0.142857,0,10967,0,7,7
9704421,,,32,0.076179,0.09942,248.517719,0.003067,0.219298,0,7779,3,16,19
9707271,,,32,0.077599,0.106381,29577.857047,0.004068,0.071353,0,7779,5,39,44
9707285,,,32,0.072102,0.082874,44794.355636,0.001605,0.071429,0,7779,3,5,8
9409413,,,0,0,0,0,0.004716,0.033333,0,5357,10,0,10
9611412,,,4,0.4375,0.559524,11101.334235,0.003634,0.244444,0,5356,6,4,10
9703201,,,30,0.08421,0.103021,511965.035263,0.013285,0.077011,0,7779,26,4,30
212321,,,12,0.218124,0.240114,8906.157582,0.000795,0.130108,0,11161,2,29,31
206058,,,22,0.1717,0.203653,8958.444099,0.006024,0.105072,0,11022,12,12,24
208243,,,15,0.207416,0.22734,53176.394925,0.001462,0.009677,0,11160,3,28,31
209188,,,18,0.166932,0.188997,297.931679,0.002143,0.164835,0,11073,5,9,14
210112,,,17,0.206246,0.243362,40823.338812,0.001352,0.069759,0,11072,3,50,53
210291,,,13,0.232543,0.262962,93576.939901,0.003866,0.060746,0,11062,9,110,119
211245,,,19,0.183252,0.207148,14785.368295,0.00355,0.081513,0,11013,8,27,35
211359,,,19,0.176934,0.20149,6559.575656,0.003015,0.054762,0,11025,7,29,36
212015,,,21,0.142466,0.165043,3806.815724,0.000448,0.083333,0,11004,1,11,12
212071,,,18,0.180162,0.210386,5125.370392,0.000871,0.105072,0,10971,2,22,24
103121,,,23,0.148987,0.187711,6091.336266,0.007729,0.153891,0,9222,13,29,42
111337,,,22,0.125979,0.147288,737.79701,0.001084,0.204167,0,11061,2,14,16
202010,,,17,0.189614,0.220258,68641.724541,0.009202,0.111336,0,9231,17,22,39
202092,,,22,0.176893,0.212097,19215.333227,0.00119,0.152174,0,9237,2,21,23
205092,,,23,0.142732,0.175277,14579.277041,0.002837,0.088319,0,11023,6,21,27
