Source,Target
11143,9907447
11143,7160
11143,3129
11143,9911294
11144,9802241
11144,9905347
11144,9805254
11144,9510376
11144,5098
11144,9803453
11144,9711308
11144,1133
11144,9806287
11144,9906292
11144,9812377
11144,9703220
11144,9712319
11144,9811357
11144,9809470
11144,9810367
9710473,9508321
9710473,9609331
9710473,9611204
9710473,9704457
9710473,9611243
9710473,9701325
9710473,9603342
9710473,9610544
9710473,9704403
9710473,9701301
9710473,9609463
9710473,9508249
9710473,9509212
9710473,9505245
9710473,9508254
9710473,9512383
11146,9501384
11146,9908493
11146,9601237
11146,9406311
11146,9901384
11146,9809337
11146,7082
11146,9709354
11146,9806381
11146,6045
9608343,9705234
9608343,9507363
9608343,9606275
9608343,9606421
9608343,9607222
9608343,9604313
9608343,9604234
9608343,9606474
9608343,9603326
9608343,9604351
11148,9807344
11148,9911457
11148,9907218
11148,9905221
11148,9907447
11148,9909255
9710477,9610544
9710477,9508321
9710477,9612451
9710477,9603342
9710477,9508249
9710477,9704403
9710477,9701325
9710477,9508254
9710477,9701301
9710478,9702265
9710478,9705420
9710478,9602438
9710478,9509319
11153,9806272
11153,9807235
11153,9905220
11153,9906375
11153,5321
11153,9806540
11153,8334
11153,9906383
11153,9808272
11153,9806387
11153,9911395
11153,9807310
11153,9911511
11153,6040
11153,9906539
11153,9905340
11153,9807325
11153,9808293
11153,9807216
11153,2018
11153,9807267
11153,9906469
11153,2150
11153,9912231
11153,9912380
11153,10087
11153,9807283
11153,9912238
11153,9910365
11153,9903408
11153,2147
11153,9812403
11153,6014
11153,10233
11153,9812282
11153,9901243
11153,9907452
11153,9907390
11153,9903509
11155,3297
11155,9903282
11155,10289
11155,9503464
11155,3177
11155,9101
11155,9601278
11156,9710204
11156,9812260
11159,9704452
11159,9804425
11159,4024
11159,9805209
11159,9801306
11159,9610477
11159,9701423
9710488,9611313
9710488,9703298
9710488,9609285
9710488,9701361
9710488,9707313
9710488,9701294
9710489,9707523
9710489,9705252
9710489,9608318
9710489,9409371
9710489,9708300
9710489,9612394
9710489,9512363
9710489,9709484
9710489,9509358
11162,9912451
11162,9809572
11162,9909542
11162,9809543
11162,9703464
11162,9901358
11162,9809521
11162,9612437
11162,9906262
11162,9908504
11162,9707364
11162,9810269
11162,9912542
11165,4177
11165,9910290
11165,1299
9710495,9702381
9710495,9509255
11168,9811265
11168,9607250
11168,9706212
11168,9710407
11168,4137
11168,9810388
9710499,9609448
9710499,9703449
11172,9907553
11172,7010
11172,9805219
11172,8196
11172,9912304
11172,9810273
11172,9903432
11172,7306
11172,10087
11172,9802445
11172,9906383
11172,9905552
11172,11121
11172,9903251
11172,3284
11172,2135
11172,6040
11172,9911226
11172,10204
11172,9810282
11172,9905406
9710501,9701289
9710501,9706229
9710501,9710374
9710501,9702263
9807449,9612322
9807449,9705339
9807449,9706277
9807449,9801342
9807449,9608447
9710503,9502300
9710503,9601356
9710503,9505224
9710503,9703356
9710503,9704351
9710503,9512380
9710503,9605229
9710503,9612300
9710503,9411229
11176,9152
11176,9807264
11176,9905307
11176,9812260
11176,6123
11176,9804398
11176,9807344
11176,9041
11176,9908276
11176,7246
11176,9811323
11176,9804380
11176,5310
11177,9902467
11177,11014
11177,9905415
11177,9905417
11177,9904267
11177,8333
11177,9807344
11177,9607446
11177,9811353
11177,10010
11177,9907355
11177,9805471
11177,9902368
11177,6049
11177,9811291
11177,9903400
11177,9909255
11177,9512369
11177,9908531
11177,9908443
11177,9507386
11177,9903422
11177,9809217
11177,9903298
11177,9811448
11177,9902407
11177,9812296
11177,9512396
11177,9910474
11177,9711307
11177,9711308
11177,9809488
11177,6097
11177,10194
11177,9806292
11177,4053
11177,9808465
11177,2041
11177,9903451
11177,9154
11177,9907555
11177,9902310
11177,9810535
11177,9804398
11177,9909232
11177,9902323
11177,9903479
11177,9904504
11177,9610233
11177,9808283
11177,11006
11177,9906431
9612202,9509312
9612202,9502348
9612202,9503411
9612202,9607404
9612202,9601280
9710507,9506298
9612204,9602272
9612204,9405218
9612204,9512203
9612204,9505224
9612204,9412265
9612204,9604363
9612204,9510207
9612204,9610492
9612204,9506452
9612204,9507253
9612204,9605336
9612204,9504219
9612204,9502300
9612204,9411229
9612204,9603359
9612205,9608272
9612205,9601375
9710510,9610280
9710510,9702314
11183,9707521
11183,9710342
11183,9812396
11183,9804363
11183,9711246
11183,9103
11183,10067
11183,10326
11183,9903447
11183,9909530
11183,9809311
11183,9903456
11183,8292
11183,1253
11183,9909478
11183,9704423
11183,6124
11183,9808493
11183,3119
11183,9902256
11183,9811249
11183,9910291
11183,9509428
11183,9708222
11183,9903543
11183,9703353
11183,7038
11184,9801201
11184,10171
11184,9809545
9710513,9603314
9710513,9705235
9710513,9507284
9710513,9612483
9710513,9708327
9710513,9603448
9710513,9506201
9612210,9604412
9710515,9606354
9710515,9603324
11188,9907362
11188,9905221
9608350,9603208
9608350,9603384
9608350,9605266
9608350,9605235
9608350,9605283
9710518,9703254
11191,9712504
11191,9903217
11191,9812258
11192,9805219
11192,6340
11192,9803397
11192,9605319
11192,9802445
11192,9607310
11192,9807344
11192,9707235
11192,9608308
11192,9804398
11192,9811479
11192,9702393
11192,9710460
11192,9809381
9710521,9706339
9710521,9612260
9710521,9707326
9710521,9602351
11195,3184
11195,9904286
11195,9911315
11195,9807525
11195,9706281
11195,9712201
11195,9907562
11195,9903308
11195,9802445
11195,9294
11195,9909469
11196,8336
11196,1203
11196,9908326
11196,1019
11196,4109
11196,9812397
11196,1005
11198,9802304
11198,9805473
11198,9602260
11198,9903542
11198,5256
11198,9909508
11198,9809547
11198,9804285
11198,9802238
9612223,9610305
9612223,9706402
9612223,9610283
9612223,9609522
9710528,9707356
9710528,9706507
9710528,9609348
9710528,9601353
11201,9810273
11201,9810282
11201,9903251
11201,9607439
9710530,9707208
9710530,9608434
9710530,9703411
9710530,9702239
9710530,9703343
9710531,9612235
9710531,9707348
9710531,9702373
9710531,9701303
9710531,9606280
9710531,9704372
9710531,9707466
9710531,9708283
9710531,9702201
9710531,9709390
9710532,9612217
9612229,9610544
9612229,9606211
9612229,9610224
9612229,9604232
9612229,9602250
9612229,9609463
9612229,9607414
9612229,9607326
9612229,9510287
9612229,9609360
9612229,9611217
9612229,9610323
9612229,9604334
9612229,9601367
9612229,9505245
9612229,9602206
9612229,9608415
9612229,9605408
9612229,9609392
9612229,9604387
9612229,9607465
9612229,9610350
9612229,9608221
9612229,9509424
9612229,9507378
9612229,9609331
9612229,9609374
9612229,9604406
9612229,9505207
9612229,9609209
9612229,9603423
9612229,9608444
9612229,9602238
9612229,9512383
9710534,9707515
9710534,9607244
9612231,9605223
9612231,9611228
9612231,9602343
9612232,9505384
9612232,9509410
9612232,9611277
9612232,9610431
9710538,9705201
9710538,9605266
9710538,9605283
9710538,9605235
9710538,9610247
9710538,9605288
9710538,9607386
9710538,9612346
9710538,9702255
9710539,9706448
9710539,9705250
9612236,9610433
9612236,9609474
9612236,9602277
9612236,9610370
9612236,9609521
9612236,9602280
9612236,9605323
9612236,9610498
9612236,9602288
9612236,9607441
9612236,9512328
9612236,9610553
9612236,9609460
9612236,9609468
9710541,9607329
9710541,9610203
9710541,9609309
9710541,9606254
9710542,9705442
9710542,9706339
9710542,9612260
9710542,9710375
9710542,9710521
9710542,9609468
9710542,9707326
9710542,9602351
11215,9910464
11215,9806404
11215,9607254
11215,2182
11215,1287
11215,4106
11215,9803237
11215,9703420
11215,7248
11215,9906321
11215,9807251
11215,1046
11215,9803351
11215,9712473
11215,9812266
11215,4251
11215,7068
11215,9803229
11215,9907231
11215,9711440
11215,9809443
11215,9701413
11215,9909541
11215,9905512
11215,9701289
11215,9606314
11215,9912439
11215,10289
11215,9903282
11215,9903411
11215,9803445
11215,9911286
11215,3177
11215,9909432
11215,9702367
11215,9808248
11215,1272
9710544,9702227
9710544,9706316
9710544,9610451
9710545,9505248
9710545,9604244
9710545,9502211
9710545,9608307
9710545,9603307
9710545,9609443
9710545,9607401
9710545,9706315
9710545,9612436
9710547,9606280
9710547,9602363
9710547,9606443
9710547,9612415
9710547,9706343
9710548,9501384
9710548,9612374
9612245,9508275
9612245,9610229
9612245,9412278
9612245,9510312
9612245,9505385
9612245,9608270
9612245,9509327
9710550,9705253
9710550,9510376
9710550,9602281
9710550,9502378
9710550,9704268
9710550,9610323
9710550,9607284
9710550,9701238
9710550,9503414
9710550,9705400
9710550,9612313
9710550,9512380
9710551,9607392
9710551,9507460
9710551,9511462
9710551,9608231
9710551,9603208
9710551,9701322
9710551,9612327
9710551,9610252
9710551,9608365
9710551,9612269
9710551,9705320
9710551,9601204
9710551,9602238
9710551,9507262
9710551,9704287
9710551,9604412
9710551,9612446
9710551,9606207
9612250,9610362
11227,9912448
11227,102152
11227,11115
11227,5224
11227,9803284
11228,5181
9612253,9611312
9612253,9511218
9612253,9507378
9612253,9609524
9612253,9605350
9612253,9601367
9612253,9607448
9612253,9611273
9612253,9610458
9612253,9611437
9612253,9602239
9612254,9610408
9612254,9611386
9612254,9610506
9710559,9702418
9710560,9705216
9710560,9705323
9710560,9709348
9710560,9607205
9710560,9709354
9710560,9511397
9710560,9508204
9710560,9704377
9710560,9512404
9710560,9611253
9710560,9507319
9710560,9703448
9710560,9604217
9710560,9707291
9710560,9709406
9710560,9704415
11233,8320
11233,9909334
11233,9710473
11233,5260
11233,9706509
11233,9812397
11233,8336
11233,9707409
11233,9508249
11233,9710238
11233,9803295
11233,5171
11233,7202
11233,9908390
11233,6183
11233,9908397
11233,9809582
11233,9811362
11233,9608241
11233,9807411
11233,10036
11233,9701301
11233,7113
11233,9810360
11233,9904444
11233,9910205
11233,9901246
11233,9904448
11233,9808459
11233,9606212
11233,3186
11233,9804231
11233,9905481
11233,4043
11233,1019
11233,5154
11233,2126
11233,3154
11233,9908309
11233,8022
11233,9908311
11233,10203
11233,6266
11233,5041
11233,9701219
11233,9705444
11233,9801445
11233,9810535
11233,9802344
11233,9065
11233,10151
11233,9902290
11233,9904497
11233,5234
11233,9606261
11233,4214
11233,9801246
11233,9908427
11233,9607292
11233,9803391
9612258,9611297
9710563,9610271
9710564,9612304
9710564,9705442
9710564,9709229
9710565,9611465
9710565,9706546
9710565,9710403
9710565,9709438
9710565,9607279
9612262,9507329
9612262,9502338
9612262,9506374
9612262,9608449
9612262,9605259
9612262,9603404
9612262,9603202
9612262,9610323
9612262,9602324
9612262,9604202
9612262,9609430
9612262,9610455
9612262,9602265
9612262,9502363
9612262,9610461
9612262,9607392
9612262,9507248
9612262,9606371
9612262,9603237
9612262,9609512
9612262,9602281
9612262,9510378
9612262,9407344
9612262,9603314
9612262,9608211
9612262,9606324
9612262,9505397
9612262,9503414
9612262,9609449
9612262,9508408
9612262,9609530
9612262,9512380
9612262,9512252
9612262,9603261
9612262,9507262
11240,8064
11240,9807216
11240,9905475
11240,9911524
11240,9901350
11240,4208
11240,7181
11240,5007
11240,1264
11240,3184
11240,9906487
11240,9904248
11240,9339
11240,9606399
9612265,9607392
9612265,9605259
9612265,9512380
9612265,9503414
9612266,9610385
9612266,9610363
9612266,9609380
11243,2082
11245,9911248
11245,8012
11245,2186
11245,9607372
11245,1101
11245,2063
11245,2064
11245,9041
11245,8019
11245,9903262
11245,10009
11245,9903454
11245,3301
11245,9908513
11245,9906469
11245,9912231
11245,9803309
11245,11054
11245,9909453
11245,2293
11245,9806328
11245,7227
11245,6078
11245,9609343
9612270,9607442
9612270,9607254
9612270,9606399
11247,9091
11247,9911524
11247,2149
11247,9909254
11247,9912295
11247,2108
11247,9294
11247,9909469
11247,4114
11247,9912435
11247,9906516
11247,9141
11247,9906487
11247,9905240
11247,9712537
11247,9910428
11247,9909501
11247,9811390
11247,9903481
9612272,9508258
9612272,9609443
9612272,9610485
9612272,9602299
9612272,9604387
9612272,9608251
9612272,9610221
9612272,9511326
9612272,9602381
9903272,9705242
9903272,9802239
9903272,9707327
9612274,9509312
9612274,9502348
11251,9807216
11251,9905220
11251,2149
11251,9350
11251,9908513
11251,3184
11251,9912231
11251,1101
11251,11054
11251,6319
11251,9911248
11251,9299
11251,5007
11251,9811390
11251,9703351
11251,9712537
11251,8019
11251,9705339
11251,2108
11251,9903454
11252,2241
11252,7108
11252,9807297
11252,9802440
11252,9704201
11252,9909456
11252,9906322
11252,9909203
11252,9904404
11252,9237
11252,9809433
11252,9901281
11252,9701284
11252,9807462
11252,8294
11252,9903527
11252,9701226
11252,9706411
11252,4014
11252,9912367
11252,6257
11252,9706377
11252,9709432
11252,9802350
11252,9905214
11252,9908245
9612277,9407328
9612277,9306209
9612277,9502211
9612277,9601269
9612277,9405382
9612277,9602369
9612277,9603307
11254,9910209
11254,9912226
11254,3107
11254,1286
11254,9907489
11254,9811239
11254,9703404
11254,9812205
11254,9712302
11254,9809423
11254,6096
11254,9707313
11254,4018
11254,9904468
11254,9801397
11254,9911414
11254,9903260
11254,7197
11254,9712222
11254,102257
9612279,9611334
9612279,9602415
9612282,9603208
9612282,9609481
9612282,9610259
9612282,9608350
9612282,9603384
9612284,9901214
7338,9805442
7338,9811491
7338,9712457
7338,9910396
7338,9811261
7338,9802447
9612286,9608272
9612286,9605288
9612286,9611462
9612286,9610335
11263,9906368
11263,2177
11263,9708483
11263,9911364
11263,9808241
11263,9707436
11263,9903499
11263,9907532
11263,9908429
11263,9811379
11263,11217
11263,9904210
11263,9901228
11263,9910420
11263,6229
11263,9806294
11263,9904279
11263,9810328
11263,1306
11263,9806540
11263,9807325
11263,1310
11263,9911395
11263,9710371
11263,5267
11263,9905381
11263,9810471
11263,9903273
11263,2155
11263,5292
11263,9808301
11263,7066
11263,9903340
11263,3058
11263,9806387
11263,9806516
11263,9910231
11263,9807353
11263,9812538
11263,9808251
11263,9809596
11263,9910205
11263,9907390
11264,5168
11264,9706275
11264,9809470
11264,2022
11264,9712319
11264,9702381
11264,9803219
11264,9806303
9907201,9802368
9907201,9611265
9907201,9901202
9907201,9805254
9907201,9903369
9907201,9903372
9907202,9803360
9907202,9906529
9907202,9502338
9907202,9704260
9907202,9612293
9907202,9805222
9907202,9604412
9907202,9604202
9907202,9707217
9907202,9810500
9907202,9703290
9907202,9805468
9907202,9709386
9907202,9605406
9907203,9811267
9907203,9906253
9907204,9906256
9907204,9812513
9907204,9809250
9907204,9701301
9907204,9606386
9907204,9901246
9907205,9701313
9907205,9711215
9907205,9801411
9907205,9809333
9907205,9607447
9907205,9901288
9907205,9805307
9907205,9901278
9907205,9806501
11270,4033
11270,9805315
11270,1157
11270,7240
11270,9702282
11270,9612235
11270,9711309
11270,9806350
11270,9711427
11270,9812366
11270,9904505
11270,9805208
11270,9905566
11270,9806368
11270,9712546
11270,9810409
11270,9901397
11270,9908264
11270,9908265
11270,9804332
11270,9901229
11270,9906222
11270,9802290
11270,9911273
11270,9903390
11270,9701303
11270,9703417
11270,9803389
11270,9707390
11270,9606399
11271,5313
11271,9804355
11271,9902308
11271,1093
11271,9907206
11271,9803297
11271,9901389
11271,2287
11271,9809360
11271,9811505
11271,9902371
11271,9707284
11271,9703446
11271,2043
11271,9805373
11271,9801317
9612296,9612260
9612296,9602351
9907209,9808257
9907209,9701284
9907209,9901281
9907209,9704201
9907209,9610423
9907209,9808332
9907209,9812257
9907209,9706329
9907209,9906322
9907209,9809427
9907209,9904404
9907209,9807513
9907209,9709432
9907209,9809433
9612298,9608211
9612298,9604412
9612298,9610471
9907211,9606370
9907211,9606211
9907211,9810500
9907211,9704457
9907211,9802441
9907211,9911255
9907211,9912494
9907211,9712305
9907211,9606325
9907211,9808361
9907211,9808312
9907211,9906233
9907211,9803391
9907212,9810408
9907212,9812531
9907212,9710565
9907212,9804230
9907212,9904312
9907212,9810493
9907213,9807424
9907213,9901280
9907213,9705442
9907213,9705397
9907213,9810289
9907213,9904408
9907213,9609279
9907213,9903360
9907213,9602415
9907214,9610274
9907214,9806267
9907214,9707335
9907214,9702443
9907214,9801388
9907214,9509311
9907216,9903424
9907216,9806328
9907216,9811205
9907216,9903303
9907216,9812360
9907216,9903399
9907216,9604364
9907216,9805262
9907216,9807216
9907216,9807525
9907216,9612243
9907216,9811352
9907216,9705339
9907216,9810501
9907218,9905221
9907218,9906513
9907218,9811291
9907218,9804398
9907218,9811350
9907218,9811337
9907218,9906523
9907218,9811356
9907218,9903422
9907218,9905487
9907219,9906465
9907219,9812346
9907219,9803477
9612308,9511392
9612308,9604279
9907221,9707266
9907221,9709499
9907221,9806340
9907221,9712519
9907221,9702216
9907221,9905308
9907221,9707466
9907221,9902411
9907221,9610274
9907221,9611433
9907221,9812322
9907221,9805268
9907221,9703449
9907221,9812316
9907221,9906308
9907221,9705250
9907221,9905372
9907221,9610423
9907221,9905534
9907221,9509311
9907222,9812475
9907222,9806400
9907222,9602307
9907222,9801348
9907222,9603201
9907222,9610540
9907222,9806218
9907222,9606411
9907222,9702412
9907222,9808269
9907222,9808270
9907222,9805293
9907222,9711249
9907222,9707282
9907222,9612227
9907222,9712277
9907222,9707542
9907222,9712535
9907222,9601269
9907222,9712284
9907222,9903262
9907222,9805343
9907222,9801251
9907222,9702436
9907222,9906469
9907222,9609443
9907222,9808296
9907222,9706315
9907222,9701420
9907222,9703215
9907222,9710565
9907222,9606251
9907222,9605301
9907222,9805238
9907222,9807305
9907222,9902283
9907222,9602233
9907222,9612447
9907222,9904279
9907222,9806387
9907222,9610229
9907222,9501248
9907222,9610507
9907222,9905220
9907222,9507212
9907222,9711435
9907222,9607372
9907222,9808205
9907222,9808333
9907222,9803299
9907222,9602260
9907222,9712213
9907222,9808470
9907222,9808292
9907222,9901404
9907222,9807525
9907222,9505248
9907222,9805281
9907222,9803362
9907222,9703267
9907222,9205220
9907222,9905381
9907222,9611368
9907222,9607401
9907222,9712362
9907222,9603307
9907222,9712493
9907222,9712495
9907222,9804400
9907222,9903473
9907222,9606295
9907222,9810291
9907222,9606388
9907222,9809598
9907222,9410259
9907222,9902380
9907222,9807353
9907222,9809531
9907222,9705451
11287,9908288
11287,2082
11287,11243
9907224,9802432
9907224,9902372
9907224,9705477
9907224,9710247
9907224,9809480
9907224,9806249
9907224,9808202
9907224,9806513
9907224,9702227
9907224,9810517
9907224,9607254
9907224,9906424
9907224,9908260
9907224,9711387
9907224,9702367
9612313,9507248
9612313,9507284
9612313,9506374
9612313,9512252
9612313,9602281
9612313,9603404
9612313,9610461
9907226,9709408
9907226,9806336
9907226,9811253
9907226,9708345
9907226,9802409
9907226,9702443
9907226,9812269
9907226,9805294
9907226,9711231
9907228,9710316
9907228,9906406
9907228,9906495
9907229,9904472
9907229,9811434
9907229,9806475
9907229,9805327
9612318,9611208
9612318,9609243
9612318,9603397
9612318,9603422
9907231,9709442
9907231,9808371
9907231,9803445
9907231,9609400
9907231,9807417
9907231,9903282
9612320,9605444
9612320,9606399
9612321,9608224
9612321,9507378
9612321,9604452
9612321,9610358
9612321,9605398
9612321,9601367
9612321,9609444
9612321,9609434
9612321,9606203
9612321,9602239
9612322,9603376
9612322,9407226
9406299,9310378
9612324,9608280
9612324,9605336
9612324,9604431
9907238,9810432
9907238,9810288
9907238,9811234
9907238,9903507
9907238,9807332
9907238,9905413
9907238,9705337
9907238,9612362
9907238,9703402
9612327,9610208
9612327,9507329
9612327,9502363
9612327,9605220
9612327,9608308
9612327,9604233
9612327,9605259
9612327,9610252
9612327,9607392
9612327,9610222
9612327,9607312
9612327,9606207
9612327,9509428
9612327,9608430
9612327,9503414
9612327,9510363
9612327,9512219
9612327,9604412
9612327,9507262
9612327,9602335
9612328,9610360
9612328,9611297
9612328,9608226
9612328,9611331
9612328,9602366
9612329,9503434
9612329,9502300
9612329,9411229
11306,9903329
11306,9705339
11306,9350
11306,2064
11306,9812360
11306,2063
11306,5261
11306,9910286
11306,9904399
11306,9807216
11306,10231
11306,9805293
11306,7270
11306,9910335
11307,9807235
11307,9904245
11307,3301
11307,6078
11307,9912457
11307,11245
11307,2064
11307,9041
11307,9910387
11307,2293
11307,9705339
11307,2108
11307,204253
11307,9811390
11307,11251
11308,9807233
11308,9901370
11308,7015
9903282,9803393
9903282,9704258
9903282,9806467
9903282,9806404
9903282,9805233
9903282,9809480
9903282,9806249
9903282,9711223
9903282,9811340
9903282,9806259
9903282,9808371
9903282,9706480
9903282,9701256
9903282,9704338
9903282,9808467
9903282,9803445
9903282,9811382
9903282,9810220
9903282,9801444
9903282,9709442
9903282,9606399
11310,9807264
11310,9812418
11310,9812260
11310,9905221
11310,1031
11310,11177
11310,9903542
11310,11374
11310,2257
11310,9906549
11310,9903422
11310,9811350
11310,2041
11310,6328
11310,11097
11310,9811323
11310,9811356
11310,9908342
11310,9712254
11310,9810533
9612335,9611224
9612335,9609482
9612335,9609437
9612335,9606397
9907248,9611426
9612337,9604320
9612337,9603420
9612337,9605266
9612337,9605283
9612337,9605235
11314,3203
11314,9908337
11314,9704207
11314,2195
11314,9710356
11314,8214
11314,4059
11314,102303
11314,9810466
11314,9810275
11314,5028
11314,9254
11314,9255
11314,9706344
11314,9801260
11314,9801262
11314,6321
11314,9902451
11314,9811253
11314,7031
11314,10296
11314,7315
7347,9811356
7347,6097
7347,1061
7347,9902310
7347,9909255
7347,9904425
7347,9904266
7347,9808219
7347,9811350
7347,9804398
7347,9905221
9907254,9907426
9907254,9611363
9907254,9902371
9907254,9803493
9907254,9605385
9907254,9502291
9907254,9805215
9907254,9805390
9907254,9811470
9907254,9804309
9907255,9707425
9907255,9802267
9907255,9705417
9907255,9810442
9907255,9803405
9907255,9905390
9907255,9903448
9907255,9703320
9907255,9709364
9907255,9709397
9907255,9906296
9907255,9709465
9907255,9904378
9907255,9511419
9907255,9803290
9907255,9712542
9907255,9710453
9612346,9604320
9612346,9612337
9612346,9605266
9612346,9605283
9612346,9605235
9612346,9603420
9907259,9901334
11324,9906273
11324,7298
11324,2211
11324,12260
11324,4136
11324,9909352
11324,5060
11324,9903498
11324,9806244
11324,9807565
11324,9811470
9612349,9502338
9612349,9602262
9612349,9505288
9612349,9512203
9612349,9502224
9612349,9610515
9612349,9602324
9612349,9603414
9612349,9512407
9612349,9602265
9612349,9512419
9612349,9606247
9612349,9505238
9612349,9412265
9612349,9503404
9612349,9509358
9612349,9511409
9612349,9603314
9612349,9505397
9612349,9610425
9612349,9603261
9612349,9605465
9608373,9601373
9608373,9608255
9907264,9902437
9907264,9710214
9907264,9708395
9907264,9709484
9907264,9707341
9907264,9604270
9907264,9802448
9907264,9803251
9907264,9806303
9907264,9707291
9907264,9805500
9907264,9808421
9907265,9711440
9907265,9807251
9907265,9803237
9907265,9906488
9907265,9701289
9907265,9805324
9907265,9803229
9612354,9610280
9612354,9608330
9612354,9603271
9907267,9804384
9907267,9906257
9907267,9904418
9907267,9804357
9907267,9803473
9907267,9906536
9907267,9906373
9907267,9809314
9907267,9807247
11332,9807344
11332,10354
11332,9905221
11332,9804398
11332,5191
9907269,9901442
9907269,9808426
9907269,9906418
9907269,9902255
9907270,9906475
9907270,9906212
9907270,9902315
9907270,9905550
9907270,9905520
9907270,9806258
9907270,9804275
9907270,9704245
9907270,9805270
9907270,9805241
9907270,9703290
9907270,9903258
9907271,9906432
9907271,9904386
9907271,9701234
11336,9910209
11336,11266
11336,1028
11336,9705477
11336,9812358
11336,9910221
11336,9907471
11336,9710550
11336,5275
11336,9909404
11336,9711391
11336,9610534
11336,9812529
11336,6124
11336,9712237
11336,9512303
11336,9407344
11336,9707313
11336,9805297
11336,9912503
11336,9907391
11336,9703357
11336,8255
9612361,9611397
9612361,9611254
9612361,9511342
9612361,9607400
9612361,9612229
9612361,9605339
9612361,9602238
9612361,9602415
9612362,9607400
9612362,9505225
9612362,9609331
9612362,9609420
9612362,9512229
9907275,9808224
9907275,9707435
9907275,9808292
9907275,9901254
9907275,9712392
9907275,9808265
9907275,9811498
9907275,9706315
9907275,9811500
9907275,9903245
9907275,9905549
9907275,9807216
9907275,9810232
9907275,9901260
9907275,9903465
9907275,9702392
9907275,9606388
9907275,9808412
9907275,9610540
9907275,9612447
9612364,9604320
9612364,9605283
9612364,9611462
9612364,9610247
9612364,9603208
9612364,9605387
9612364,9602414
9612364,9612337
9612364,9605266
9612364,9605235
9612364,9612212
9612364,9612346
9612364,9605288
9612364,9603420
9612364,9610335
9612365,9505347
9612365,9607404
9612365,9609359
9612366,9603404
9612367,9603368
9612367,9412209
9907280,9704297
9907280,9605323
9907280,9707323
9907280,9605286
9907281,9804418
9907281,9710531
9907281,9701284
9907281,9807462
9907281,9802440
9907281,9706377
9907281,9902411
9907281,9903536
9907281,9904404
9907281,9907209
9907281,9709432
9907281,9904420
11289,10080
11289,9806467
11289,9912388
11289,9310313
11289,9812363
11289,9903436
11289,10002
11289,9801268
11289,9806404
11289,9705234
11289,9910371
11289,9806484
11289,9811382
11289,9803241
11289,7268
11289,9801375
11289,2078
11289,9604351
9907285,9907281
9612374,9501384
9612374,9508204
9612375,9612285
9612376,9512288
9612376,9602438
9612376,9605447
9612376,9608329
9612376,9505207
9612376,9601293
9612376,9603310
9612376,9609488
9612376,9508338
9612376,9506217
9612376,9611448
9612376,9611451
11353,9905536
11353,9350
11353,9812360
11353,1101
11353,9910286
11353,9912205
11353,2064
11353,9041
11353,9907421
11353,8019
11353,10008
11353,9910365
11353,9907423
11353,9909217
11353,9912358
11353,11054
11353,6319
11353,1264
11353,10097
11353,3058
11353,9910387
11353,9269
11353,9904248
11353,9901208
11353,9910261
9907290,9605353
9907290,9803215
9907291,9704448
9907291,9806315
9907291,9602238
11356,9710336
11356,9909251
11356,9909334
11356,9710335
11356,9801353
11356,9355
11356,9905292
11356,5186
11356,9808275
11356,9705366
11356,9802391
11356,9810500
11356,9511324
11356,9809438
11356,9806217
11356,8228
11356,9509212
11356,7213
11356,9703349
11356,9904393
11356,9811257
11356,9811386
11356,9512252
11356,9911255
11356,9610293
11356,9810240
11356,3138
11356,9606211
11356,9611204
11356,9506374
11356,10312
11356,9512396
11356,4043
11356,9603404
11356,9602281
11356,9612313
11356,9908309
11356,7254
11356,9607225
11356,9903448
11356,9707225
11356,9707482
11356,9804252
11356,9906527
11356,9911264
11356,9910497
11356,9805303
11356,9708264
11356,9801271
11356,9712234
11356,9611243
11356,9912301
11356,2286
11356,9710312
11356,9804274
11356,9907319
11356,9906296
11356,9337
11356,9808447
11356,9808255
11357,8129
11357,9803459
11357,102342
11357,9906375
11357,9909335
11357,3276
11357,10338
11357,6035
11357,9903509
11357,9802391
11357,9907449
11357,12195
11357,9610272
11357,2036
11357,9811234
11357,5147
11357,11366
11357,9904295
11357,9710312
11357,9912238
11357,10233
11357,9703412
11357,9903289
11357,9812282
11357,9907390
11357,9710335
11358,9708265
11358,9606354
11358,9710515
11358,9512380
9612383,9611239
9612384,9610513
9907297,9801283
9907297,9806404
9907297,9811253
9907297,9711369
9907297,9803496
9907297,9806249
9907297,9902372
9907297,9609498
9907297,9806255
9907298,9905331
9907298,9903381
11363,9806528
11363,6114
11363,9605323
11363,9908388
11363,8197
11363,9809244
11363,9809451
11363,9703436
11363,9808429
11363,9912407
11363,9807480
11363,9711417
11363,9911516
11363,9806366
11363,9707436
9612388,9603210
9612388,9602438
9907301,9803316
9907301,9711227
9907301,9903268
9907301,9811253
9907301,9901352
9907301,9611433
9907301,9711371
9907301,9801260
9907301,9804302
9907301,9704207
9907301,9901360
9907301,9809480
9907301,9903282
9907301,9806419
9907301,9712404
9907301,9801262
9907301,9806404
9907301,9803445
9907301,9905372
9907301,9710270
9907301,9905343
11366,9704448
11366,9908288
11366,9705442
11366,9905413
11366,9809352
11366,8125
11366,9910366
9612391,9611423
9907305,9710416
9907305,9507336
9907305,9804322
9907305,9803445
9907305,9905386
9907305,9512328
9907305,9906233
9907305,9904282
9907305,9606399
9907305,9803250
9907305,9608317
11370,9606211
11370,9704457
